Provider_ID,Quarter,Staff_to_Patient_Ratio,RN_Hours_per_Patient_Day,Agency_Staff_Percent,Readmission_Cost_per_Case
110003,2024-04-01,5.14,8.32,6.49,16252.85
110003,2024-07-01,4.78,8.76,6.02,16086.45
110003,2024-10-01,5.45,8.46,5.36,14919.76
110003,2025-01-01,5.37,10.17,6.51,15891.15
110003,2025-04-01,5.22,9.13,5.64,14923.37
110003,2025-07-01,5.41,9.79,5.11,15271.67
110050,2024-01-01,3.95,6.68,7.89,16031.86
110050,2024-04-01,4.3,6.73,9.63,16484.39
110050,2024-07-01,3.96,6.56,6.05,16291.73
110050,2024-10-01,4.18,7.36,6.21,16287.9
110050,2025-01-01,4.2,6.71,6.89,15677.83
110050,2025-04-01,4.27,7.49,7.32,16242.43
110050,2025-07-01,5.06,8.02,6.1,15757.55
100026,2024-01-01,3.09,9.86,11.29,10943.5
100026,2024-04-01,3.57,10.0,12.44,10848.2
100026,2024-07-01,3.33,9.48,11.63,11365.19
100026,2024-10-01,3.34,10.08,10.56,10564.11
100026,2025-01-01,3.65,10.51,10.6,10786.94
100026,2025-04-01,3.25,10.35,11.76,12116.88
100026,2025-07-01,3.56,10.54,10.14,10497.74
100069,2024-01-01,5.58,7.16,16.05,13109.2
100069,2024-04-01,4.84,7.73,15.21,12691.9
100069,2024-07-01,5.86,7.57,16.32,13149.9
100069,2024-10-01,5.8,7.83,14.93,11922.36
100069,2025-01-01,6.46,7.7,12.83,12066.81
100069,2025-04-01,6.1,7.18,13.96,12236.17
100069,2025-07-01,6.21,8.03,15.63,12355.88
100110,2024-01-01,3.93,12.1,17.89,17234.54
100110,2024-04-01,4.26,11.95,16.62,17724.46
100110,2024-07-01,4.21,12.5,15.7,17428.51
100110,2024-10-01,4.35,11.88,13.75,17198.14
100110,2025-01-01,3.83,12.69,16.08,17260.63
100110,2025-04-01,4.17,12.59,15.3,17375.89
100110,2025-07-01,4.23,12.09,13.75,17108.63
70024,2024-01-01,5.36,8.84,7.38,16655.18
70024,2024-04-01,6.08,9.05,7.46,16779.98
70024,2024-07-01,5.96,8.93,8.81,16356.1
70024,2024-10-01,5.85,9.08,8.75,16417.28
70024,2025-01-01,6.0,8.92,6.8,16129.72
70024,2025-04-01,6.11,9.3,7.82,15972.95
70024,2025-07-01,6.31,9.2,7.56,16338.21
50597,2024-01-01,3.68,11.81,16.25,16675.42
50597,2024-04-01,3.71,11.93,17.04,16322.39
50597,2024-07-01,3.9,12.14,14.66,15912.36
50597,2024-10-01,3.74,12.11,15.1,16567.78
50597,2025-01-01,4.07,12.14,17.86,16877.88
50597,2025-04-01,4.13,12.42,14.73,16547.31
50597,2025-07-01,4.59,12.24,13.47,16345.52
50226,2024-01-01,5.76,10.0,5.54,12841.06
50226,2024-04-01,5.69,10.86,8.46,13962.98
50226,2024-07-01,6.42,10.99,6.22,13121.2
50226,2024-10-01,6.28,10.31,7.46,14524.24
50226,2025-01-01,6.05,10.11,6.02,13534.73
50226,2025-04-01,6.48,10.75,7.0,13495.04
50226,2025-07-01,6.44,10.71,6.98,12859.04
50075,2024-01-01,6.13,10.04,8.17,9444.48
50075,2024-04-01,6.24,9.98,7.1,8754.52
50075,2024-07-01,6.62,9.87,11.65,9652.59
50075,2024-10-01,6.64,9.74,9.13,8846.18
50075,2025-01-01,6.67,10.18,10.34,8945.2
50075,2025-04-01,6.41,11.39,9.26,9536.51
50075,2025-07-01,6.79,11.43,8.69,9259.06
30094,2024-01-01,4.99,9.15,6.37,10317.25
30094,2024-04-01,5.4,8.75,7.85,11170.08
30094,2024-07-01,5.46,8.98,5.66,10843.59
30094,2024-10-01,5.5,9.14,6.63,11009.76
30094,2025-01-01,5.47,9.01,4.19,10278.24
30094,2025-04-01,6.22,10.12,6.53,10618.76
30094,2025-07-01,5.77,9.89,6.96,11025.5
40119,2024-01-01,6.38,9.44,13.58,13164.53
40119,2024-04-01,5.97,9.22,15.76,13938.2
40119,2024-07-01,5.94,9.5,11.95,14093.22
40119,2024-10-01,5.84,10.36,14.26,13807.81
40119,2025-01-01,6.74,9.99,12.03,13469.2
40119,2025-04-01,6.93,9.62,12.55,13330.67
40119,2025-07-01,6.0,10.22,13.88,13605.52
100044,2024-01-01,4.03,6.69,14.58,14156.26
100044,2024-04-01,4.04,6.39,17.81,15268.48
100044,2024-07-01,4.12,6.48,16.44,14264.65
100044,2024-10-01,4.5,6.02,13.9,14195.11
100044,2025-01-01,4.15,6.8,15.05,14224.89
100044,2025-04-01,4.8,6.39,15.81,14143.23
100044,2025-07-01,4.55,7.02,13.39,13980.45
50058,2024-01-01,6.56,5.33,16.18,14044.8
50058,2024-04-01,6.44,5.25,13.56,14242.39
50058,2024-07-01,7.14,5.57,15.04,13864.62
50058,2024-10-01,7.44,5.84,12.99,13769.09
50058,2025-01-01,6.93,6.48,13.51,14177.44
50058,2025-04-01,7.17,6.13,13.81,14058.21
50058,2025-07-01,7.49,5.65,13.2,13027.94
50298,2024-01-01,5.49,10.51,8.09,16692.72
50298,2024-04-01,5.2,9.75,6.47,16206.87
50298,2024-07-01,5.28,10.02,7.67,15945.44
50298,2024-10-01,5.1,10.06,8.26,16343.65
50298,2025-01-01,5.64,10.36,9.6,16370.12
50298,2025-04-01,5.46,10.73,7.96,16482.97
50298,2025-07-01,5.66,10.83,8.33,16298.49
50380,2024-01-01,4.04,8.36,8.19,12920.31
50380,2024-04-01,4.16,8.74,7.35,13065.44
50380,2024-07-01,4.36,8.34,8.15,12558.42
50380,2024-10-01,4.02,8.46,6.8,13336.91
50380,2025-01-01,3.86,9.1,6.02,13025.79
50380,2025-04-01,4.44,9.48,7.59,12185.87
50380,2025-07-01,4.09,10.06,5.96,13078.86
100291,2024-01-01,5.95,5.81,6.23,15428.87
100291,2024-04-01,5.1,5.49,6.68,15897.62
100291,2024-07-01,5.78,5.42,6.34,15931.82
100291,2024-10-01,5.92,5.53,4.53,15789.82
100291,2025-01-01,6.12,6.42,6.44,15908.94
100291,2025-04-01,6.85,5.9,3.92,15584.97
100291,2025-07-01,5.8,6.46,7.49,15846.47
30111,2024-01-01,5.1,4.61,6.68,15845.05
30111,2024-04-01,5.36,5.37,5.74,15850.92
30111,2024-07-01,5.56,5.17,4.5,15838.57
30111,2024-10-01,5.79,5.41,5.03,14799.58
30111,2025-01-01,5.25,5.95,5.35,15168.51
30111,2025-04-01,5.76,4.83,4.5,14388.69
30111,2025-07-01,5.63,5.0,3.11,14392.31
50013,2024-01-01,3.83,6.55,0.74,9834.29
50013,2024-04-01,3.91,5.82,0.8,9759.64
50013,2024-07-01,4.05,5.41,3.14,10115.66
50013,2024-10-01,3.92,5.33,2.01,9780.42
50013,2025-01-01,4.02,5.82,2.01,10177.09
50013,2025-04-01,3.99,5.92,1.45,9405.16
50013,2025-07-01,3.94,6.57,0.0,9561.95
100102,2024-01-01,6.38,5.1,15.06,9813.74
100102,2024-04-01,6.42,5.31,15.6,9535.01
100102,2024-07-01,6.71,5.36,16.63,10166.08
100102,2024-10-01,7.05,4.93,16.17,9899.47
100102,2025-01-01,7.08,6.24,15.13,9759.46
100102,2025-04-01,8.02,5.42,15.95,8842.54
100102,2025-07-01,7.21,4.73,12.77,9231.41
50073,2024-01-01,4.6,11.61,16.37,14210.82
50073,2024-04-01,4.98,11.25,16.3,13340.37
50073,2024-07-01,4.77,11.93,14.37,13545.05
50073,2024-10-01,4.78,11.92,13.43,13758.92
50073,2025-01-01,4.99,11.58,15.53,13697.19
50073,2025-04-01,5.36,11.72,13.31,13339.97
50073,2025-07-01,4.66,11.99,12.47,13280.92
51326,2024-01-01,5.68,7.98,2.22,13810.35
51326,2024-04-01,6.01,8.47,1.81,13030.33
51326,2024-07-01,5.82,7.64,1.14,12807.06
51326,2024-10-01,6.13,7.48,1.06,13872.52
51326,2025-01-01,6.3,7.95,1.96,13185.43
51326,2025-04-01,6.02,8.1,0.15,12544.2
51326,2025-07-01,6.11,8.24,0.0,13343.74
100038,2024-01-01,5.02,9.51,9.31,9771.81
100038,2024-04-01,5.16,9.69,7.82,9602.54
100038,2024-07-01,5.16,9.91,8.45,8634.63
100038,2024-10-01,4.88,10.13,9.19,9745.59
100038,2025-01-01,5.15,9.96,9.93,9578.31
100038,2025-04-01,4.96,9.91,7.71,9149.18
100038,2025-07-01,5.62,10.63,5.72,8438.95
60103,2024-01-01,6.54,6.8,11.97,16940.87
60103,2024-04-01,6.28,6.99,10.8,16200.28
60103,2024-07-01,6.83,6.56,13.27,16821.08
60103,2024-10-01,6.5,6.95,10.26,17320.69
60103,2025-01-01,7.31,6.96,12.07,15436.31
60103,2025-04-01,7.34,7.47,9.48,15343.21
60103,2025-07-01,7.52,7.06,10.42,15381.15
100128,2024-01-01,5.66,8.27,14.17,10004.94
100128,2024-04-01,5.56,8.81,15.14,10777.43
100128,2024-07-01,6.29,9.26,13.12,9908.99
100128,2024-10-01,5.5,9.39,16.27,10465.11
100128,2025-01-01,6.0,9.58,12.22,10913.92
100128,2025-04-01,5.6,8.86,12.11,10148.01
100128,2025-07-01,5.89,9.29,14.11,10391.06
100053,2024-01-01,5.93,10.79,10.26,10589.05
100053,2024-04-01,5.82,10.98,11.38,10955.38
100053,2024-07-01,6.29,11.23,11.05,11854.65
100053,2024-10-01,6.36,10.61,11.9,11069.23
100053,2025-01-01,6.16,11.7,10.07,10801.77
100053,2025-04-01,6.46,10.55,11.48,10710.66
100053,2025-07-01,6.73,11.28,10.79,10131.55
50276,2024-01-01,5.72,5.6,10.39,17347.05
50276,2024-04-01,5.66,5.61,10.36,17663.63
50276,2024-07-01,5.69,5.14,10.66,17280.5
50276,2024-10-01,5.93,5.76,9.18,18283.23
50276,2025-01-01,6.63,6.39,9.26,16903.12
50276,2025-04-01,6.39,4.76,8.79,17060.99
50276,2025-07-01,6.04,5.74,7.05,17592.08
50329,2024-01-01,6.35,10.83,2.88,12401.64
50329,2024-04-01,6.51,10.71,4.05,13092.61
50329,2024-07-01,6.51,11.14,3.0,12640.79
50329,2024-10-01,7.12,11.94,3.03,11806.13
50329,2025-01-01,7.28,11.69,3.12,12461.22
50329,2025-04-01,7.34,11.49,3.9,12144.06
50329,2025-07-01,6.8,11.65,4.05,12377.72
40036,2024-01-01,4.29,11.59,10.71,18056.42
40036,2024-04-01,3.68,11.31,12.56,18527.48
40036,2024-07-01,3.52,11.21,12.05,18019.89
40036,2024-10-01,4.15,11.62,10.86,17723.86
40036,2025-01-01,4.15,11.37,8.64,18446.37
40036,2025-04-01,4.63,12.0,11.89,17923.99
40036,2025-07-01,4.51,11.94,10.07,18269.82
50017,2024-01-01,3.87,11.83,6.81,15077.61
50017,2024-04-01,4.0,11.82,6.21,15288.55
50017,2024-07-01,4.09,11.14,5.92,14777.2
50017,2024-10-01,3.85,11.45,7.91,14721.59
50017,2025-01-01,3.56,12.02,6.65,15422.46
50017,2025-04-01,3.86,12.3,5.21,15024.95
50017,2025-07-01,3.69,12.88,5.25,14355.0
60001,2024-01-01,6.08,6.11,13.21,13010.78
60001,2024-04-01,6.49,6.16,12.17,11640.4
60001,2024-07-01,6.64,5.98,13.24,12499.28
60001,2024-10-01,6.28,6.96,12.05,11857.7
60001,2025-01-01,6.47,5.75,12.6,12290.43
60001,2025-04-01,6.95,6.56,13.36,11869.82
60001,2025-07-01,7.39,5.63,13.29,11359.54
50158,2024-01-01,5.47,9.84,11.89,11751.44
50158,2024-04-01,6.18,10.84,11.37,11112.86
50158,2024-07-01,5.95,10.58,10.98,10874.04
50158,2024-10-01,6.01,10.7,11.44,10495.84
50158,2025-01-01,6.26,10.92,10.38,11141.34
50158,2025-04-01,6.3,11.14,12.25,10551.9
50158,2025-07-01,6.65,10.61,9.79,10107.37
30069,2024-01-01,6.27,10.35,4.15,9684.23
30069,2024-04-01,6.88,10.51,5.25,10298.28
30069,2024-07-01,6.42,11.05,5.9,9772.14
30069,2024-10-01,6.5,11.07,4.53,8879.67
30069,2025-01-01,6.98,11.16,4.83,9209.77
30069,2025-04-01,6.91,11.79,5.63,9283.87
30069,2025-07-01,7.29,11.44,3.68,9403.21
30117,2024-01-01,3.36,9.33,0.8,13251.87
30117,2024-04-01,3.41,9.93,2.97,13673.03
30117,2024-07-01,3.24,9.14,0.1,12563.26
30117,2024-10-01,3.42,8.97,1.56,13123.5
30117,2025-01-01,3.86,9.02,2.68,12264.75
30117,2025-04-01,3.31,9.35,3.34,13299.17
30117,2025-07-01,3.73,9.55,1.65,12720.63
100012,2024-01-01,6.87,10.94,15.53,13431.67
100012,2024-04-01,7.21,10.67,15.55,13513.63
100012,2024-07-01,6.82,11.1,13.81,13735.65
100012,2024-10-01,7.43,10.94,14.04,13775.3
100012,2025-01-01,7.37,11.05,13.74,13796.72
100012,2025-04-01,7.47,10.86,13.05,13221.71
100012,2025-07-01,7.48,11.67,13.29,13277.58
100264,2024-01-01,6.01,8.7,15.44,17896.81
100264,2024-04-01,6.62,9.19,13.42,16844.9
100264,2024-07-01,6.59,8.91,13.27,17162.64
100264,2024-10-01,6.83,9.09,12.13,16471.15
100264,2025-01-01,6.43,8.52,14.53,16698.45
100264,2025-04-01,7.3,9.44,12.96,17640.34
100264,2025-07-01,7.29,9.34,13.67,16856.14
40084,2024-01-01,5.14,11.57,5.31,8780.73
40084,2024-04-01,5.06,10.87,7.75,9786.56
40084,2024-07-01,5.07,11.99,6.67,9597.91
40084,2024-10-01,5.14,11.57,6.87,9397.29
40084,2025-01-01,5.41,11.63,8.63,9267.85
40084,2025-04-01,5.68,11.99,6.99,8915.63
40084,2025-07-01,5.45,12.03,7.94,9219.65
50107,2024-01-01,5.97,11.11,8.39,17222.74
50107,2024-04-01,5.34,10.56,6.15,17438.06
50107,2024-07-01,5.58,11.06,6.02,16981.18
50107,2024-10-01,5.4,11.23,5.87,17392.85
50107,2025-01-01,6.34,11.4,6.94,16277.36
50107,2025-04-01,6.38,12.11,7.63,16586.34
50107,2025-07-01,6.41,11.9,7.98,16709.12
50257,2024-01-01,3.85,11.98,11.31,17914.36
50257,2024-04-01,3.08,11.05,8.76,17958.07
50257,2024-07-01,3.55,11.64,10.24,17906.88
50257,2024-10-01,3.29,12.38,9.49,18445.73
50257,2025-01-01,3.6,12.32,7.23,18262.43
50257,2025-04-01,3.67,12.86,10.02,17508.91
50257,2025-07-01,4.07,12.06,8.51,17629.47
100063,2024-01-01,5.28,7.51,12.0,12190.95
100063,2024-04-01,5.36,7.85,12.1,11669.83
100063,2024-07-01,5.39,6.97,11.57,11284.56
100063,2024-10-01,5.69,7.54,11.49,11903.35
100063,2025-01-01,5.26,8.08,11.14,11844.02
100063,2025-04-01,6.22,7.54,10.17,10267.43
100063,2025-07-01,5.89,7.5,9.44,11114.74
50757,2024-01-01,5.63,9.28,18.03,15849.68
50757,2024-04-01,5.04,9.35,17.43,16415.47
50757,2024-07-01,5.13,9.23,17.45,15524.59
50757,2024-10-01,5.59,10.33,16.89,15229.37
50757,2025-01-01,5.8,9.48,16.03,14714.64
50757,2025-04-01,5.72,9.92,15.95,15044.01
50757,2025-07-01,5.68,10.04,16.34,14364.56
50290,2024-01-01,5.22,6.59,7.1,9888.1
50290,2024-04-01,5.08,6.48,6.97,9736.89
50290,2024-07-01,5.19,6.63,5.01,9919.79
50290,2024-10-01,5.03,6.23,6.48,9463.02
50290,2025-01-01,5.72,6.78,9.05,9994.85
50290,2025-04-01,5.31,6.66,6.78,10023.33
50290,2025-07-01,5.65,6.89,6.41,9447.45
10158,2024-01-01,6.99,4.83,8.72,11179.2
10158,2024-04-01,6.9,5.07,8.59,11787.49
10158,2024-07-01,6.96,5.7,9.26,11631.22
10158,2024-10-01,7.28,6.15,7.68,11188.72
10158,2025-01-01,7.13,5.47,9.15,11335.48
10158,2025-04-01,7.48,6.22,8.31,11886.11
10158,2025-07-01,7.53,6.57,9.1,11823.8
110010,2024-01-01,3.77,9.05,3.06,14371.3
110010,2024-04-01,3.7,9.36,2.14,14656.13
110010,2024-07-01,3.61,9.38,2.76,14190.3
110010,2024-10-01,3.38,9.05,1.0,13815.66
110010,2025-01-01,3.77,9.88,0.3,13751.72
110010,2025-04-01,4.04,9.93,0.86,14260.74
110010,2025-07-01,4.0,9.15,1.81,14443.38
100040,2024-01-01,4.86,5.75,10.58,15667.77
100040,2024-04-01,4.89,6.76,10.65,15214.88
100040,2024-07-01,4.99,6.65,9.0,14175.85
100040,2024-10-01,5.35,7.07,9.77,14826.74
100040,2025-01-01,5.42,7.09,10.11,14598.23
100040,2025-04-01,5.05,6.52,7.12,14822.87
100040,2025-07-01,5.39,7.04,6.79,14284.36
41329,2024-01-01,3.63,9.47,16.23,18431.81
41329,2024-04-01,3.58,9.41,14.27,17665.63
41329,2024-07-01,3.7,10.01,13.82,17474.73
41329,2024-10-01,3.67,9.19,11.18,17473.03
41329,2025-01-01,3.34,10.0,13.17,18218.74
41329,2025-04-01,3.92,9.81,13.59,18329.13
41329,2025-07-01,3.58,9.8,12.71,17960.81
40051,2024-01-01,2.84,10.16,0.0,9583.03
40051,2024-04-01,3.48,9.12,1.44,10466.64
40051,2024-07-01,3.34,9.95,0.41,10340.81
40051,2024-10-01,3.45,9.23,1.02,10472.38
40051,2025-01-01,2.87,9.57,0.0,10743.78
40051,2025-04-01,4.13,9.96,0.0,9956.85
40051,2025-07-01,3.26,10.51,0.6,10613.68
50140,2024-01-01,5.65,8.81,16.54,16056.51
50140,2024-04-01,5.9,8.7,17.48,17316.95
50140,2024-07-01,6.03,9.55,15.89,16401.62
50140,2024-10-01,6.29,9.53,15.1,16185.23
50140,2025-01-01,6.5,9.21,13.45,15964.65
50140,2025-04-01,6.4,9.51,15.29,16280.31
50140,2025-07-01,6.69,9.26,14.48,16194.25
50773,2024-01-01,4.4,6.96,0.0,11537.41
50773,2024-04-01,4.08,7.02,0.29,10993.98
50773,2024-07-01,3.71,7.24,3.17,11406.43
50773,2024-10-01,3.83,7.43,0.53,12136.58
50773,2025-01-01,4.11,7.93,1.82,12336.05
50773,2025-04-01,4.37,7.23,0.16,12361.36
50773,2025-07-01,4.02,6.91,0.16,11214.4
110034,2024-01-01,3.07,6.13,9.54,11590.34
110034,2024-04-01,3.59,6.46,5.98,10912.5
110034,2024-07-01,3.4,5.91,7.97,11245.98
110034,2024-10-01,3.23,5.7,7.46,11410.36
110034,2025-01-01,3.27,5.45,5.84,10969.18
110034,2025-04-01,3.05,5.99,9.09,10318.14
110034,2025-07-01,4.16,6.08,8.82,10355.54
100314,2024-01-01,2.72,12.0,2.77,17611.32
100314,2024-04-01,3.78,12.02,1.7,17141.21
100314,2024-07-01,3.81,11.89,2.16,17312.79
100314,2024-10-01,3.42,12.15,3.68,17759.67
100314,2025-01-01,3.84,12.27,2.46,17253.74
100314,2025-04-01,2.81,12.47,1.22,16706.62
100314,2025-07-01,3.96,12.63,2.8,17331.36
51316,2024-01-01,6.11,6.83,2.07,9350.7
51316,2024-04-01,6.4,6.71,0.5,8560.04
51316,2024-07-01,6.47,6.89,4.24,8991.89
51316,2024-10-01,6.3,7.33,0.13,9251.74
51316,2025-01-01,5.83,6.99,2.35,9754.96
51316,2025-04-01,6.46,6.76,0.85,8372.97
51316,2025-07-01,6.85,7.87,0.57,8606.7
30132,2024-01-01,7.29,10.31,17.5,10352.0
30132,2024-04-01,7.44,11.21,15.74,11432.84
30132,2024-07-01,7.62,11.39,15.81,9996.26
30132,2024-10-01,7.25,11.54,16.82,10847.41
30132,2025-01-01,7.78,11.29,15.03,9747.29
30132,2025-04-01,7.88,12.27,15.01,10438.52
30132,2025-07-01,8.0,11.07,14.69,10568.01
100131,2024-01-01,3.61,6.67,0.16,8237.72
100131,2024-04-01,3.48,7.32,1.44,8312.26
100131,2024-07-01,4.02,7.12,0.95,9159.15
100131,2024-10-01,3.74,7.8,0.05,9066.04
100131,2025-01-01,4.36,7.67,2.25,8675.94
100131,2025-04-01,3.69,7.89,1.38,8563.4
100131,2025-07-01,4.06,7.77,0.81,7957.7
10103,2024-01-01,3.3,6.96,14.18,14844.83
10103,2024-04-01,3.64,7.57,13.39,14329.63
10103,2024-07-01,3.86,8.0,11.75,14377.79
10103,2024-10-01,4.23,7.47,11.21,14383.26
10103,2025-01-01,3.93,7.37,13.15,14933.99
10103,2025-04-01,3.44,7.21,13.21,14738.26
10103,2025-07-01,3.89,7.98,11.49,14850.3
100255,2024-01-01,6.96,6.25,7.88,12481.38
100255,2024-04-01,6.82,5.93,7.21,11336.79
100255,2024-07-01,7.02,5.79,9.81,12311.09
100255,2024-10-01,7.4,7.0,8.79,11895.78
100255,2025-01-01,7.88,5.68,8.72,12643.24
100255,2025-04-01,6.81,6.25,7.32,13116.65
100255,2025-07-01,7.47,6.21,8.05,12386.12
70033,2024-01-01,3.38,5.23,2.95,9702.93
70033,2024-04-01,3.16,5.51,1.85,9746.64
70033,2024-07-01,3.58,4.94,2.45,9045.6
70033,2024-10-01,3.42,4.69,2.75,9939.86
70033,2025-01-01,3.47,4.84,3.02,9723.01
70033,2025-04-01,3.55,5.31,2.6,9216.94
70033,2025-07-01,3.34,5.53,4.8,10410.42
110095,2024-01-01,3.43,6.19,5.55,15829.02
110095,2024-04-01,3.41,5.45,6.92,15348.45
110095,2024-07-01,3.38,6.02,4.33,14716.5
110095,2024-10-01,3.63,6.43,3.56,15214.0
110095,2025-01-01,3.45,6.44,5.39,14739.72
110095,2025-04-01,3.76,7.02,4.84,14976.37
110095,2025-07-01,4.19,6.3,4.78,14888.3
61317,2024-01-01,4.23,9.76,13.62,13048.86
61317,2024-04-01,4.67,9.94,13.67,12828.65
61317,2024-07-01,4.88,10.23,12.03,13415.23
61317,2024-10-01,5.15,10.16,13.51,12628.11
61317,2025-01-01,5.08,10.83,11.26,13450.19
61317,2025-04-01,5.14,10.64,14.21,13294.43
61317,2025-07-01,5.14,10.13,10.57,12481.62
50018,2024-01-01,6.02,8.2,14.12,15633.79
50018,2024-04-01,6.55,7.53,11.38,14920.62
50018,2024-07-01,6.5,7.9,10.63,14026.86
50018,2024-10-01,6.5,7.95,11.52,14611.15
50018,2025-01-01,6.84,8.02,12.46,15278.47
50018,2025-04-01,7.06,8.19,12.93,15277.9
50018,2025-07-01,6.83,8.36,9.47,15175.32
50324,2024-01-01,5.69,8.68,1.66,13814.81
50324,2024-04-01,4.87,8.0,2.48,14808.4
50324,2024-07-01,5.24,8.6,0.67,14485.13
50324,2024-10-01,5.58,8.79,0.07,13507.75
50324,2025-01-01,5.98,8.64,4.15,14100.75
50324,2025-04-01,5.75,8.97,1.37,14001.31
50324,2025-07-01,6.0,8.77,2.41,14411.0
110121,2024-01-01,4.03,6.21,13.01,12301.72
110121,2024-04-01,4.46,6.95,10.49,12468.74
110121,2024-07-01,4.11,6.89,11.13,11284.33
110121,2024-10-01,4.54,7.3,11.38,12294.25
110121,2025-01-01,4.75,6.87,10.44,11503.02
110121,2025-04-01,4.37,7.13,10.99,11605.21
110121,2025-07-01,4.29,7.54,11.34,11999.21
50686,2024-01-01,6.88,9.1,14.96,9856.69
50686,2024-04-01,5.97,9.17,16.37,10173.32
50686,2024-07-01,6.6,10.1,16.96,10821.87
50686,2024-10-01,6.97,9.98,15.79,10425.16
50686,2025-01-01,6.69,9.94,16.97,9571.13
50686,2025-04-01,6.99,10.09,14.73,9098.81
50686,2025-07-01,7.15,10.63,16.3,9859.59
50737,2024-01-01,3.89,10.0,12.28,14314.25
50737,2024-04-01,4.12,10.34,10.25,12884.77
50737,2024-07-01,4.02,9.73,9.33,13810.17
50737,2024-10-01,4.19,9.44,8.86,14375.82
50737,2025-01-01,4.24,9.87,10.39,13939.59
50737,2025-04-01,3.92,10.13,12.14,14272.09
50737,2025-07-01,4.42,10.43,9.3,14432.96
100228,2024-01-01,5.84,10.95,2.42,16106.67
100228,2024-04-01,5.99,11.16,3.41,16050.89
100228,2024-07-01,6.55,11.79,3.65,16270.83
100228,2024-10-01,6.98,10.57,1.24,15567.44
100228,2025-01-01,6.04,11.19,2.74,16312.04
100228,2025-04-01,6.32,10.92,2.05,16127.25
100228,2025-07-01,6.73,11.46,1.73,16469.4
100150,2024-01-01,6.67,5.76,17.66,16107.54
100150,2024-04-01,6.88,4.76,18.27,16116.09
100150,2024-07-01,7.49,4.94,16.89,16619.66
100150,2024-10-01,7.16,6.31,16.48,16252.36
100150,2025-01-01,7.72,5.99,15.32,16252.06
100150,2025-04-01,7.22,5.66,16.06,16770.1
100150,2025-07-01,7.37,5.28,15.47,15359.62
110039,2024-01-01,2.58,6.3,16.6,15596.11
110039,2024-04-01,3.72,7.25,16.23,15480.54
110039,2024-07-01,3.04,7.39,16.8,14901.9
110039,2024-10-01,3.54,6.99,17.72,16424.93
110039,2025-01-01,3.42,7.05,14.68,14936.2
110039,2025-04-01,4.09,7.78,15.74,14235.94
110039,2025-07-01,3.78,7.88,15.18,15118.06
10110,2024-01-01,4.86,5.63,6.96,15219.16
10110,2024-04-01,4.83,5.27,5.12,14802.16
10110,2024-07-01,4.16,5.82,5.6,15628.37
10110,2024-10-01,4.67,6.08,6.09,15175.94
10110,2025-01-01,5.13,5.85,6.13,15672.94
10110,2025-04-01,4.69,6.17,5.28,15076.28
10110,2025-07-01,5.16,6.39,5.31,15593.42
50057,2024-01-01,6.17,6.32,0.0,13690.52
50057,2024-04-01,6.48,6.27,0.57,13021.95
50057,2024-07-01,6.08,6.86,0.0,13332.22
50057,2024-10-01,6.65,6.61,1.42,13261.12
50057,2025-01-01,6.34,6.55,0.0,13135.71
50057,2025-04-01,6.96,6.56,0.62,12948.31
50057,2025-07-01,6.77,7.21,0.0,12836.42
50100,2024-01-01,6.1,10.19,0.81,11448.84
50100,2024-04-01,6.21,10.26,1.95,12842.22
50100,2024-07-01,6.52,10.57,1.49,10893.69
50100,2024-10-01,6.3,10.97,3.63,11518.83
50100,2025-01-01,6.84,10.05,0.64,11555.61
50100,2025-04-01,6.47,10.9,2.63,12252.77
50100,2025-07-01,7.0,11.36,2.62,12023.83
51332,2024-01-01,6.78,10.78,0.0,13721.41
51332,2024-04-01,7.18,10.73,2.1,14064.96
51332,2024-07-01,7.08,10.49,1.12,13527.62
51332,2024-10-01,7.73,10.77,0.0,13454.53
51332,2025-01-01,7.16,11.39,0.0,13206.48
51332,2025-04-01,7.77,11.51,1.01,13184.89
51332,2025-07-01,8.21,10.91,0.69,13601.93
50327,2024-01-01,4.11,6.64,7.11,16928.3
50327,2024-04-01,4.56,6.61,7.98,16705.81
50327,2024-07-01,4.73,6.43,7.12,17302.3
50327,2024-10-01,5.04,6.33,8.2,17285.9
50327,2025-01-01,4.63,6.48,7.22,16726.15
50327,2025-04-01,4.81,7.38,6.88,16246.52
50327,2025-07-01,5.29,7.25,8.85,16700.25
100285,2024-01-01,4.08,11.71,17.62,13620.62
100285,2024-04-01,4.92,12.21,18.68,14600.52
100285,2024-07-01,4.72,11.94,17.74,13152.55
100285,2024-10-01,4.95,12.12,15.03,12573.74
100285,2025-01-01,5.25,11.91,17.11,13018.52
100285,2025-04-01,5.01,12.51,15.35,13181.75
100285,2025-07-01,5.31,12.23,13.69,13327.87
100113,2024-01-01,5.14,9.22,11.74,9990.43
100113,2024-04-01,5.45,9.28,13.31,10168.73
100113,2024-07-01,5.64,9.41,11.58,9953.51
100113,2024-10-01,5.69,9.93,11.23,10316.46
100113,2025-01-01,5.81,9.93,10.28,9753.17
100113,2025-04-01,6.04,10.12,11.08,10354.3
100113,2025-07-01,5.33,9.68,11.93,9656.02
40074,2024-01-01,4.85,8.83,13.08,17127.24
40074,2024-04-01,4.9,9.33,14.41,17560.12
40074,2024-07-01,4.83,9.45,14.17,17111.08
40074,2024-10-01,5.76,8.92,13.73,17221.66
40074,2025-01-01,5.2,9.33,12.95,17269.02
